StartDate	EndDate	Status	IPAddress	Progress	Duration (in seconds)	Finished	RecordedDate	ResponseId	RecipientLastName	RecipientFirstName	RecipientEmail	ExternalReference	LocationLatitude	LocationLongitude	DistributionChannel	UserLanguage	Q1	Q2	Q3	Q4	Q5	Q5_9_TEXT	Q6	Q7	HUMS1	HUMS2	HUMS3	HUMS4	HUMS5	HUMS6	HUMS7	HUMS8	HUMS9	HUMS10	HUMS11	HUMS12	HUMS13	MAS1	MAS2	MAS3	MAS4	MAS5	MAS6	MAS7	MAS8	MAS9	MAS10	MAS11	MAS12	MAS13	MAS14	MAS15	MAS16	MAS17	MAS18	MAS19	MAS20	MAS21	MAS22	MAS23	MAS24	MAS25	MAS26	MAS27	MAS28	GOLD1-AE	GOLD2-AE	GOLD3-AE	GOLD4-AE	GOLD5-AE	GOLD6-AE	GOLD7-AE	GOLD8-AE	GOLD9-AE	GOLD1-MT	GOLD2-MT	GOLD3-MT	GOLD4-MT	GOLD5-MT	GOLD6-MT	GOLD7-MT
		IP Address		94	1145	True		SYN_0235							anonymous	EN	I consent to participate in this study	58	Prefer not to say	Bachelor's degree	English		Intermediate	Country C	Always	Always	Almost never	Often	Never	Often	Always	Always	Sometimes	Often	Almost never	Sometimes	Always	Neither agree nor disagree	Disagree	Strongly agree	Completely agree	Completely disagree	Completely agree	Completely agree	Strongly agree	Strongly agree	Strongly agree	Neither agree nor disagree	Neither agree nor disagree	Agree	Neither agree nor disagree	Neither agree nor disagree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Disagree	Neither agree nor disagree	Strongly agree	Completely disagree	Neither agree nor disagree	Neither agree nor disagree	Completely agree	Strongly disagree	Neither agree nor disagree	Neither agree nor disagree	Strongly agree	Completely disagree	11 or more	Disagree	Completely agree	60-90 min	Strongly disagree	Disagree	2	3-4	Strongly agree	0.5	0.5	0	Strongly disagree
		IP Address		93	289	True		SYN_0236							anonymous	EN	I consent to participate in this study	32	Male	High school	Other		Intermediate	Country C	Never	Often	Never	Never	Never	Often	Often	Never	Always	Often	Almost never	Often	Sometimes	Neither agree nor disagree	Disagree	Neither agree nor disagree	Disagree	Neither agree nor disagree	Agree	Completely disagree	Disagree	Agree	Neither agree nor disagree	Disagree	Neither agree nor disagree	Strongly disagree	Disagree	Completely disagree		Strongly agree	Strongly disagree	Disagree	Completely disagree	Strongly disagree	Completely agree	Completely disagree	Neither agree nor disagree	Strongly disagree	Disagree	Strongly disagree	Strongly disagree	prefer not to say	Strongly disagree	Strongly disagree	0	Completely disagree	Disagree	2 hrs	Strongly agree	prefer not to say	6-9	2	Completely disagree	3	0	0	Completely disagree
		IP Address		98	1753	True		SYN_0237							anonymous	EN	I consent to participate in this study	52	Male	Bachelor's degree	English		Native	Country B	Almost never	Never	Never	Always	Almost never	Never	Always	Never	Almost never	Sometimes	Sometimes	Almost never	Sometimes	Agree	Completely agree	Disagree	Strongly agree	Neither agree nor disagree	Disagree	Strongly disagree	Strongly disagree	Agree	Agree	Agree	Strongly disagree	Completely disagree	Disagree	Completely disagree	Neither agree nor disagree	Disagree	Strongly disagree	Neither agree nor disagree	Completely disagree	Completely disagree		Disagree	Strongly disagree	Completely disagree	Disagree	Strongly disagree	Strongly disagree	Strongly disagree	Completely disagree	Neither agree nor disagree	7-10	Completely agree	prefer not to say	4 hrs or more	Neither agree nor disagree	Strongly agree	10 or more	1	Completely disagree	2	2	4	Strongly disagree
		IP Address		100	919	True		SYN_0238							anonymous	EN	I consent to participate in this study	33	Prefer not to say	Bachelor's degree	Other		Native	Country B	Sometimes	Often	Never	Almost never	Never	Never	Almost never	Almost never	Never	Almost never	Sometimes	Never	Sometimes	Disagree	Completely disagree	Disagree	Completely disagree	Completely disagree	Completely disagree	Completely disagree	Completely disagree	Completely disagree	Completely disagree	Strongly disagree	Completely disagree	Disagree	Neither agree nor disagree	Completely disagree	Completely disagree	Completely agree	Neither agree nor disagree	Strongly disagree	Disagree	Completely disagree	Strongly disagree	Neither agree nor disagree	Strongly agree	Completely disagree	Disagree	Disagree	Completely disagree	Completely agree	prefer not to say	Agree	0	Neither agree nor disagree	Agree	15-30 min	prefer not to say	Completely disagree	2	3-4	Strongly agree	2	2	0	Strongly agree
		IP Address		99	1301	True		SYN_0239							anonymous	EN	I consent to participate in this study	36	Female	High school	English		Intermediate	Country A	Almost never	Almost never	Never	Never	Never	Never	Never	Almost never	Often	Never	Always	Almost never	Sometimes	Strongly disagree	Completely disagree	Completely agree	Completely agree	Completely disagree	Disagree	Completely agree	Strongly agree	Strongly agree	Neither agree nor disagree	Completely agree	Neither agree nor disagree	Disagree	Neither agree nor disagree	Disagree	Neither agree nor disagree	Strongly disagree	Completely disagree	Strongly disagree	Strongly agree	Agree	Disagree	Strongly disagree	Disagree	Completely agree	Completely disagree	Strongly disagree	Strongly disagree	Neither agree nor disagree	Strongly disagree	Strongly disagree	2	prefer not to say	Neither agree nor disagree	4 hrs or more	Neither agree nor disagree	Strongly agree	6-9	5 or more	Strongly disagree	0.5	2	6 or more	prefer not to say
		IP Address		93	1363	True		SYN_0240							anonymous	EN	I consent to participate in this study	36	Prefer not to say	Doctorate	English		Advanced	Country A	Often	Sometimes	Almost never	Sometimes	Sometimes	Often	Often	Often	Almost never	Sometimes	Never	Almost never	Never	Strongly agree	Disagree	Strongly agree	Agree	Strongly disagree	Disagree	Disagree	Agree	Agree	Agree	Completely disagree	Strongly disagree	Agree	Strongly disagree	Completely agree	Completely agree	Disagree	Strongly agree	Strongly agree		Strongly agree	Completely agree	Strongly agree	Strongly agree	Agree	Agree	Disagree	Neither agree nor disagree	Neither agree nor disagree	Completely agree	Agree	11 or more	Disagree	Disagree	prefer not to say	prefer not to say	Neither agree nor disagree	3	2	Agree	7 or more	0	2	Strongly agree
		IP Address		100	1390	True		SYN_0241							anonymous	EN	I consent to participate in this study	26	Female	Master's degree	English		Native	Country C	Sometimes	Always	Often	Always	Always	Sometimes	Always	Often	Almost never	Always	Often		Always	Neither agree nor disagree	Strongly disagree	Completely agree	Completely agree	Agree	Agree	Disagree	Neither agree nor disagree	Completely agree	Completely agree	Agree	Agree	Agree	Agree	Agree	Agree	Neither agree nor disagree	Strongly agree	Strongly agree	Completely agree	Strongly agree	Agree	Completely agree	Agree	Strongly disagree	Agree	Agree	Completely agree	Strongly agree	prefer not to say	Agree	1	Neither agree nor disagree	prefer not to say	2-3 hrs	Completely agree	Neither agree nor disagree	0	3-4	Strongly disagree	2	2	4	Agree
		IP Address		96	1466	True		SYN_0242							anonymous	EN	I consent to participate in this study	22	Male	High school	Other		Native	Country A	Almost never	Almost never	Always	Always	Always	Always	Often	Always	Always	Always	Often	Often	Never	Completely agree	Agree	Strongly agree	Completely agree	Strongly agree	Completely agree	Neither agree nor disagree	Strongly agree	Strongly agree	Agree	Completely agree	Strongly agree	Completely agree	Completely agree	Completely agree	Agree	Agree	Neither agree nor disagree	Completely agree	Agree	Agree	Completely agree	Completely agree	Completely agree	Completely agree	Agree	Disagree	Agree	Strongly disagree	Strongly agree	Disagree	3	Agree	Strongly disagree	30-60 min	Disagree	Agree	2	1	Disagree	2	10 or more	0	Strongly disagree
		IP Address		95	1231	True		SYN_0243							anonymous	EN	I consent to participate in this study	61	Female	Doctorate	English		Intermediate	Country B	Always	Sometimes	Sometimes	Always	Always	Always	Sometimes	Sometimes	Almost never	Sometimes	Almost never	Almost never	Always	Strongly disagree	Neither agree nor disagree	Agree	Disagree	Agree	Completely agree	Agree	Strongly agree	Neither agree nor disagree	Neither agree nor disagree	Neither agree nor disagree	Disagree	Completely agree	Strongly agree	Completely agree	Neither agree nor disagree	Neither agree nor disagree	Completely agree	Strongly disagree	Strongly agree	Disagree	Disagree	Completely agree	Strongly agree	Completely agree	Completely agree	Agree	Completely agree	Completely agree	Strongly disagree	Completely agree	1	Neither agree nor disagree	prefer not to say	60-90 min	Completely disagree	Completely disagree	4-5	3-4	Completely agree	1	6-9	2	Disagree
		IP Address		97	1687	True		SYN_0244							anonymous	EN	I consent to participate in this study	53	Male	High school	Other		Intermediate	Country C	Never	Never	Sometimes	Sometimes	Always	Never	Always	Never	Never	Almost never	Always	Sometimes	Sometimes	Agree	Neither agree nor disagree	Strongly agree	Neither agree nor disagree	Strongly disagree	Neither agree nor disagree	Strongly disagree	Completely agree	Completely disagree	Neither agree nor disagree	Agree	Agree	Strongly disagree	Disagree	Completely disagree	Completely disagree	Completely disagree	Neither agree nor disagree	Strongly disagree	Neither agree nor disagree	Agree	Disagree	Completely disagree	Completely disagree	Completely disagree	Completely disagree	Neither agree nor disagree	Disagree	Completely agree	Neither agree nor disagree	Disagree	11 or more	prefer not to say	Completely disagree	2-3 hrs	Neither agree nor disagree	Strongly disagree	1	0.5	prefer not to say	3	3-5	0	Neither agree nor disagree
		IP Address		91	207	True		SYN_0245							anonymous	EN	I consent to participate in this study	47	Prefer not to say	Bachelor's degree	Other		Intermediate	Country B	Almost never	Never	Never	Often	Almost never	Never	Almost never	Sometimes	Sometimes	Never	Never	Almost never	Sometimes	Completely disagree	Completely disagree	Completely disagree	Strongly agree	Completely disagree	Completely disagree	Completely disagree	Strongly disagree	Completely disagree	Strongly disagree	Completely disagree	Completely disagree	Disagree	Strongly agree	Strongly agree	Neither agree nor disagree	Completely disagree	Strongly disagree	Agree	Disagree	Neither agree nor disagree	Strongly disagree	Neither agree nor disagree	Neither agree nor disagree	Strongly agree	Disagree	Strongly disagree	Agree	Completely disagree	Agree	Strongly agree	11 or more	Agree	Agree	15-30 min	prefer not to say	Strongly disagree	10 or more	2	Strongly agree	0	2	5	Strongly agree
		IP Address		93	1453	True		SYN_0246							anonymous	EN	I consent to participate in this study	34	Prefer not to say	High school	Other		Intermediate	Country A	Always	Often	Always	Often	Almost never	Always	Often	Always	Never	Almost never	Never	Never	Sometimes	Disagree	Agree	Agree	Agree	Completely disagree	Strongly agree	Strongly agree	Neither agree nor disagree	Strongly disagree	Agree	Neither agree nor disagree	Strongly agree	Strongly agree	Strongly disagree	Neither agree nor disagree	Strongly disagree	Completely disagree	Strongly agree	Neither agree nor disagree	Strongly agree	Completely agree	Completely disagree	Strongly agree	Strongly agree	Agree	Strongly disagree	Strongly agree	Completely agree	prefer not to say	prefer not to say	Agree	3	Strongly disagree	Neither agree nor disagree	2-3 hrs	Strongly disagree	prefer not to say	2	0.5	Completely disagree	0.5	6-9	0	Completely agree
		IP Address		98	653	True		SYN_0247							anonymous	EN	I consent to participate in this study	62	Male	Doctorate	Other		Intermediate	Country C	Always	Almost never	Never	Never	Almost never	Never	Never	Almost never	Never	Almost never	Almost never	Never	Never	Strongly disagree	Completely disagree	Completely disagree	Completely disagree	Completely disagree	Strongly disagree	Completely disagree	Completely disagree	Completely disagree	Completely disagree	Completely disagree	Strongly disagree	Completely disagree	Neither agree nor disagree	Disagree	Agree	Agree	Completely disagree	Neither agree nor disagree	Neither agree nor disagree	Completely disagree	Neither agree nor disagree	Completely disagree	Completely disagree	Completely disagree	Completely disagree	Completely disagree	Strongly disagree	prefer not to say	Disagree	Agree	11 or more	Disagree	Disagree	2-3 hrs	Strongly disagree	Strongly disagree	3	5 or more	Strongly disagree	2	1	2	Completely agree
		IP Address		100	1036	True		SYN_0248							anonymous	EN	I consent to participate in this study	36	Female	High school	Other		Advanced	Country B	Sometimes	Never	Never	Never	Sometimes	Sometimes	Never	Never	Sometimes	Never	Always	Never	Sometimes	Completely disagree	Strongly agree	Disagree	Strongly disagree	Disagree	Agree	Disagree	Completely disagree	Neither agree nor disagree	Strongly agree	Strongly disagree	Completely disagree	Completely disagree	Completely disagree	Disagree	Strongly disagree	Completely disagree	Completely disagree	Disagree	Completely disagree	Strongly disagree	Disagree	Strongly disagree	Completely disagree	Completely disagree	Completely disagree	Completely disagree	Strongly disagree	Agree	Strongly disagree	Completely agree	4-6	Completely agree	Disagree	60-90 min	Neither agree nor disagree	Disagree	0	0	Completely agree	0.5	3-5	3	Completely agree
		IP Address		99	1029	True		SYN_0249							anonymous	EN	I consent to participate in this study	43	Female	Doctorate	Other		Advanced	Country A	Always	Always	Always	Almost never	Almost never	Always	Always	Never	Always	Often	Sometimes	Often	Often	Disagree	Strongly agree	Completely agree	Agree	Strongly agree	Agree	Agree	Completely agree	Agree	Completely agree	Agree	Completely agree	Strongly agree	Strongly agree	Completely agree	Neither agree nor disagree	Neither agree nor disagree	Strongly agree	Completely agree	Completely agree	Agree	Completely agree	Completely agree	Strongly agree	Completely agree	Disagree	Disagree	Disagree	Strongly disagree	prefer not to say	prefer not to say	11 or more	Completely disagree	Strongly agree	prefer not to say	Strongly disagree	Agree	3	3-4	Completely disagree	7 or more	6-9	4	Strongly agree
		IP Address		94	1282	True		SYN_0250							anonymous	EN	I consent to participate in this study	32	Male	High school	Other		Elementary	Country A	Almost never	Often	Often	Never	Sometimes	Sometimes	Often	Always	Always	Often	Always	Sometimes	Always	Agree	Disagree	Completely agree	Completely agree	Agree	Agree	Strongly agree	Strongly disagree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Disagree	Agree	Completely agree	Strongly agree	Completely agree	Neither agree nor disagree	Completely disagree	Strongly disagree	Neither agree nor disagree	Neither agree nor disagree	Completely disagree	Disagree	Neither agree nor disagree	Disagree	Disagree	Strongly disagree	Strongly agree	Agree	Completely disagree	1	Agree	Agree	2-3 hrs	Disagree	Completely disagree	1	0	Completely agree	0	0	4	Disagree
		IP Address		99	974	True		SYN_0251							anonymous	EN	I consent to participate in this study	58	Prefer not to say	High school	Other		Advanced	Country A	Sometimes	Always	Always	Always	Sometimes	Never	Always	Always	Never	Often	Often	Never	Never	Completely disagree	Completely disagree	Strongly disagree	Strongly disagree	Completely disagree	Agree	Completely disagree	Neither agree nor disagree	Agree	Completely disagree	Strongly disagree	Strongly disagree	Completely agree	Strongly agree	Completely agree	Agree	Neither agree nor disagree	Neither agree nor disagree	Strongly agree	Neither agree nor disagree	Disagree	Disagree	Strongly agree	Strongly agree	Disagree	Completely agree	Completely agree	Completely agree	Neither agree nor disagree	Completely disagree	prefer not to say	7-10	Disagree	Strongly disagree	2 hrs	Strongly agree	prefer not to say	6-9	2	Completely disagree	1	6-9	3	Completely disagree
		IP Address		93	1747	True		SYN_0252							anonymous	EN	I consent to participate in this study	47	Male	Bachelor's degree	Other		Intermediate	Country A	Always	Always	Always	Always	Always	Almost never	Often	Always	Always	Sometimes	Always	Always	Often	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Completely agree	Completely agree	Agree	Strongly disagree	Strongly agree	Strongly agree	Agree	Strongly agree	Strongly agree	Neither agree nor disagree	Agree	Strongly agree	Completely agree	Completely agree	Completely agree	Disagree	Strongly agree	Completely agree	Completely disagree	Agree	Agree	Disagree	Neither agree nor disagree	Neither agree nor disagree	prefer not to say	3	Agree	Agree	prefer not to say	Completely agree	Neither agree nor disagree	1	0	Completely agree	1	2	3	Completely agree
		IP Address		93	537	True		SYN_0253							anonymous	EN	I consent to participate in this study	51	Prefer not to say	Bachelor's degree	English		Intermediate	Country A	Sometimes	Never	Always	Always	Always	Always	Often	Often	Always	Sometimes	Always	Almost never	Often	Strongly agree	Strongly disagree	Completely agree	Completely agree	Completely agree	Completely agree	Completely agree	Strongly agree	Completely agree	Completely agree	Completely agree	Disagree	Completely agree	Completely agree	Strongly agree	Agree	Disagree	Strongly agree	Agree	Completely agree	Completely agree	Completely disagree	Completely agree	Strongly agree	Agree	Completely agree	Neither agree nor disagree	Strongly agree	Completely disagree	Completely disagree	Disagree	0	Completely agree	Completely disagree	0-15 min	Completely disagree	Disagree	4-5	0.5	Neither agree nor disagree	3	10 or more	6 or more	Strongly agree
		IP Address		96	983	True		SYN_0254							anonymous	EN	I consent to participate in this study	61	Male	Bachelor's degree	Other		Intermediate	Country B	Never	Never	Sometimes	Often	Sometimes	Almost never	Sometimes	Always	Sometimes	Often	Often	Often	Sometimes	Agree	Neither agree nor disagree	Strongly agree	Agree	Strongly disagree	Disagree	Completely agree	Strongly disagree	Strongly disagree	Completely agree	Completely agree	Completely agree	Completely disagree	Neither agree nor disagree	Strongly disagree	Completely disagree	Disagree	Strongly disagree	Disagree	Strongly disagree	Disagree	Agree	Completely agree	Agree	Strongly disagree	Disagree	Neither agree nor disagree		Strongly disagree	Neither agree nor disagree	Strongly disagree	2	Disagree	Completely disagree	30-60 min	Strongly agree	Strongly disagree	10 or more	5 or more	Disagree	4-6	3-5	6 or more	Agree
		IP Address		94	957	True		SYN_0255							anonymous	EN	I consent to participate in this study	19	Male	Master's degree	Other		Native	Country B	Almost never	Often	Almost never	Sometimes	Never	Almost never	Almost never	Almost never	Always	Often	Always	Sometimes	Always	Completely agree	Strongly disagree	Agree	Neither agree nor disagree	Strongly agree	Completely agree	Strongly agree	Disagree	Agree	Agree	Completely agree	Completely agree	Completely disagree	Strongly disagree	Strongly disagree	Disagree	Strongly disagree	Disagree	Strongly agree	Completely disagree	Disagree	Strongly agree	Neither agree nor disagree	Completely disagree	Completely disagree	Strongly disagree	Neither agree nor disagree	Completely disagree	Completely agree	Neither agree nor disagree	Strongly disagree	11 or more	Completely disagree	Strongly disagree	prefer not to say	Neither agree nor disagree	prefer not to say	2	1	Completely disagree	1	6-9	0	Strongly agree
		IP Address		99	308	True		SYN_0256							anonymous	EN	I consent to participate in this study	53	Prefer not to say	Master's degree	Other		Advanced	Country A	Never	Sometimes	Always	Never	Never	Never	Never	Never	Always	Always	Almost never	Never	Often	Agree	Completely disagree	Strongly agree	Completely agree	Agree	Disagree	Completely agree	Neither agree nor disagree	Completely agree	Agree	Strongly agree	Completely agree	Completely disagree	Disagree	Strongly disagree	Agree	Disagree	Completely agree	Strongly agree	Strongly disagree	Neither agree nor disagree	Strongly disagree	Disagree	Strongly disagree	Disagree	Completely disagree	Neither agree nor disagree	Completely disagree	Disagree	Completely agree	prefer not to say	2	Neither agree nor disagree	Neither agree nor disagree	60-90 min	Neither agree nor disagree	Strongly disagree	4-5	5 or more	Agree	2	10 or more	3	prefer not to say
		IP Address		100	421	True		SYN_0257							anonymous	EN	I consent to participate in this study	52	Prefer not to say	Bachelor's degree	English		Intermediate	Country B	Often	Often	Sometimes	Sometimes	Never	Never	Always	Almost never	Sometimes	Almost never	Never	Almost never	Never	Completely disagree	Strongly disagree	Strongly disagree	Agree	Strongly disagree	Strongly agree	Completely disagree	Completely disagree	Disagree	Strongly disagree	Neither agree nor disagree	Disagree	Agree	Agree	Agree	Strongly disagree	Strongly agree	Strongly agree	Strongly agree	Neither agree nor disagree	Agree	Strongly agree	Strongly disagree	Neither agree nor disagree	Disagree	Strongly disagree	Strongly agree	Completely disagree	prefer not to say	Completely disagree	Agree	11 or more	Neither agree nor disagree	Strongly agree	4 hrs or more	Agree	Strongly agree	0	2	prefer not to say	0.5	3-5	1	prefer not to say
		IP Address		100	1319	True		SYN_0258							anonymous	EN	I consent to participate in this study	21	Female	Doctorate	English		Native	Country B	Almost never	Often	Always	Sometimes	Always	Often	Always	Always	Always	Never	Never	Often	Often	Agree	Agree	Completely agree	Disagree	Agree	Disagree	Completely agree	Completely disagree	Disagree	Agree	Strongly disagree	Completely disagree	Agree	Completely agree	Completely agree	Agree	Completely agree	Strongly agree	Agree	Strongly agree	Strongly agree	Completely agree	Completely agree	Completely agree	Strongly agree	Completely agree	Neither agree nor disagree	Agree	Completely agree	prefer not to say	Strongly agree	0	Completely agree	Completely disagree	4 hrs or more	Agree	Disagree	0	1.5	Completely disagree	0.5	0	4	Disagree
		IP Address		98	1794	True		SYN_0259							anonymous	EN	I consent to participate in this study	21	Prefer not to say	Doctorate	Other		Intermediate	Country C	Always	Always	Often	Often	Always	Always	Always	Always	Always	Often	Sometimes	Always	Never	Agree	Strongly agree	Completely agree	Agree	Completely agree	Completely agree	Completely agree	Neither agree nor disagree	Strongly agree	Strongly disagree	Strongly disagree	Agree	Completely agree	Completely agree	Completely agree	Strongly agree	Agree	Completely agree	Completely agree	Completely agree	Neither agree nor disagree	Completely agree	Completely agree	Completely agree	Completely agree	Completely agree	Completely agree	Completely agree	Strongly disagree	Neither agree nor disagree	Completely disagree	3	Neither agree nor disagree	prefer not to say	prefer not to say	Agree	Disagree	0	0.5	Neither agree nor disagree	7 or more	2	3	prefer not to say
		IP Address		91	1082	True		SYN_0260							anonymous	EN	I consent to participate in this study	33	Male	Bachelor's degree	English		Advanced	Country A	Sometimes	Sometimes	Never	Almost never	Never	Never	Never	Almost never	Often	Almost never	Almost never	Never	Almost never	Disagree	Strongly agree	Disagree	Strongly agree	Disagree	Disagree	Strongly disagree	Disagree	Neither agree nor disagree	Strongly disagree	Disagree	Completely disagree	Completely agree	Neither agree nor disagree	Strongly disagree	Strongly agree	Agree	Disagree	Agree	Strongly disagree	Completely disagree	Strongly agree	Neither agree nor disagree	Strongly disagree	Completely disagree	Completely disagree	Disagree	Agree	Agree	Strongly agree	Neither agree nor disagree	1	Strongly agree	prefer not to say	4 hrs or more	Completely disagree	Neither agree nor disagree	1	1	prefer not to say	0	0	3	Neither agree nor disagree
		IP Address		96	1582	True		SYN_0261							anonymous	EN	I consent to participate in this study	34	Male	Bachelor's degree	Other		Elementary	Country C	Often	Sometimes	Always	Often	Sometimes	Always	Sometimes	Always	Often	Always	Always	Always	Always	Agree	Strongly agree		Completely agree	Neither agree nor disagree	Strongly agree	Completely agree	Completely agree	Completely agree	Strongly agree	Completely agree	Completely agree	Completely agree	Completely agree	Completely agree	Completely agree	Agree	Neither agree nor disagree	Completely agree	Agree	Completely agree	Completely agree	Completely agree	Completely agree	Completely agree	Completely agree	Completely agree	Strongly agree	Completely agree	prefer not to say	prefer not to say	7-10	Disagree	Completely agree	2 hrs	Completely disagree	Disagree	3	5 or more	Neither agree nor disagree	1	2	0	Strongly agree
		IP Address		93	337	True		SYN_0262							anonymous	EN	I consent to participate in this study	26	Male	Doctorate	Other		Native	Country C	Often	Always	Never		Sometimes		Never	Often	Sometimes	Almost never	Sometimes	Often	Often	Agree	Disagree	Disagree	Strongly disagree	Neither agree nor disagree	Completely agree	Neither agree nor disagree	Strongly disagree	Strongly disagree	Strongly agree	Neither agree nor disagree		Completely agree	Strongly disagree	Completely disagree	Disagree	Strongly agree	Strongly agree	Completely disagree	Disagree	Strongly disagree	Disagree	Neither agree nor disagree	Strongly disagree	Strongly agree	Completely disagree	Strongly agree	Completely disagree	Disagree	Strongly agree	Disagree	3	Neither agree nor disagree	Strongly disagree	15-30 min	Agree	Strongly agree	10 or more	1	Completely disagree	4-6	10 or more	4	Completely disagree
		IP Address		92	1427	True		SYN_0263							anonymous	EN	I consent to participate in this study	41	Male	Doctorate	Other		Elementary	Country B	Sometimes	Sometimes	Sometimes	Almost never	Always	Almost never	Sometimes	Almost never	Sometimes	Always	Sometimes	Sometimes	Almost never	Strongly agree	Agree	Disagree	Completely agree	Strongly agree	Strongly agree	Agree	Completely agree	Strongly disagree	Agree	Agree	Strongly disagree	Completely agree	Strongly agree	Completely disagree	Agree	Agree	Disagree	Completely disagree	Completely disagree	Agree	Strongly disagree	Strongly disagree	Strongly agree	Completely disagree	Completely disagree	Disagree	Strongly disagree	prefer not to say	Strongly agree	prefer not to say	2	Strongly agree	prefer not to say	4 hrs or more	Strongly disagree	Neither agree nor disagree	4-5	0.5	Neither agree nor disagree	0	6-9	5	prefer not to say
		IP Address		92	356	True		SYN_0264							anonymous	EN	I consent to participate in this study	23	Male	Bachelor's degree	Other		Advanced	Country B	Never	Almost never	Almost never	Sometimes	Almost never	Never	Often	Never	Almost never	Sometimes	Sometimes	Sometimes	Almost never	Disagree	Agree	Strongly agree	Completely agree	Neither agree nor disagree	Completely agree	Agree	Disagree	Completely agree	Completely agree	Neither agree nor disagree	Disagree	Agree	Agree	Completely disagree	Disagree	Agree	Strongly disagree	Strongly disagree	Completely disagree	Completely disagree	Completely disagree	Agree	Neither agree nor disagree	Strongly disagree	Completely disagree	Neither agree nor disagree	Neither agree nor disagree	Disagree	Neither agree nor disagree	Disagree	1	Neither agree nor disagree	Strongly disagree	2-3 hrs	Strongly disagree	Strongly disagree	6-9	1.5	Strongly agree	0	3-5	6 or more	Strongly disagree
		IP Address		93	1754	True		SYN_0265							anonymous	EN	I consent to participate in this study	55	Male	Doctorate	Other		Advanced	Country A	Always	Often	Almost never	Never	Almost never	Often	Sometimes	Always	Never	Sometimes	Often	Always	Sometimes	Strongly disagree	Neither agree nor disagree	Disagree	Disagree	Strongly agree	Strongly agree	Strongly disagree	Neither agree nor disagree	Disagree	Agree	Strongly disagree	Strongly disagree	Neither agree nor disagree	Completely agree	Disagree	Completely disagree	Agree	Strongly agree	Neither agree nor disagree	Neither agree nor disagree	Strongly agree	Completely agree	Strongly agree	Agree	Completely agree	Disagree	Neither agree nor disagree	Strongly agree	Strongly agree	prefer not to say	Agree	3	Disagree	Disagree	2-3 hrs	prefer not to say	Completely agree	1	1.5	Neither agree nor disagree	0.5	1	0	Disagree
		IP Address		99	1054	True		SYN_0266							anonymous	EN	I consent to participate in this study	53	Prefer not to say	High school	English		Native	Country B	Always	Sometimes	Often	Never	Often	Sometimes	Always	Sometimes	Often	Sometimes	Almost never	Never	Sometimes	Disagree	Strongly agree	Disagree	Neither agree nor disagree	Strongly agree	Agree	Neither agree nor disagree	Neither agree nor disagree	Strongly agree	Neither agree nor disagree	Disagree	Strongly disagree	Completely agree	Disagree	Neither agree nor disagree	Strongly agree	Completely agree	Strongly agree	Completely agree		Neither agree nor disagree	Disagree	Strongly agree	Neither agree nor disagree	Neither agree nor disagree	Agree	Neither agree nor disagree	Completely agree	Completely disagree	Strongly agree	Completely disagree	11 or more	Agree	Completely disagree	2-3 hrs	Disagree	Completely agree	2	0	Strongly disagree	0.5	1	2	Completely agree
		IP Address		99	1609	True		SYN_0267							anonymous	EN	I consent to participate in this study	41	Female	Bachelor's degree	Other		Advanced	Country A	Sometimes	Sometimes	Often	Sometimes	Always	Always	Often	Often	Always	Always	Often	Sometimes	Always	Completely agree	Strongly agree	Neither agree nor disagree	Agree	Neither agree nor disagree	Strongly agree	Neither agree nor disagree	Disagree	Completely agree	Disagree	Disagree	Strongly agree	Strongly disagree	Disagree	Strongly disagree	Neither agree nor disagree	Agree	Completely agree	Strongly agree	Completely agree	Neither agree nor disagree	Neither agree nor disagree	Agree	Agree	Completely agree	Strongly agree		Strongly agree	Completely agree	Strongly agree	Disagree	2	Completely agree	Strongly agree	60-90 min	Disagree	Agree	2	1.5	Disagree	7 or more	3-5	0	Strongly agree
		IP Address		91	1282	True		SYN_0268							anonymous	EN	I consent to participate in this study	33	Male	Bachelor's degree	English		Elementary	Country B	Never	Sometimes	Sometimes	Often	Almost never	Always	Almost never	Often	Never	Almost never	Almost never	Almost never	Sometimes	Completely disagree	Disagree	Neither agree nor disagree	Completely agree	Disagree	Neither agree nor disagree	Agree	Strongly disagree	Agree	Completely agree	Completely disagree	Neither agree nor disagree	Agree	Completely disagree	Strongly disagree	Strongly agree	Agree	Neither agree nor disagree	Neither agree nor disagree	Neither agree nor disagree	Disagree	Agree	Strongly disagree	Strongly agree	Completely disagree	Agree	Completely disagree	Completely disagree	Neither agree nor disagree	Completely disagree	Disagree	3	Strongly disagree	prefer not to say	60-90 min	Agree	prefer not to say	6-9	1	Strongly agree	2	0.5	1	Disagree
